host	path	repo	head	branch	kind	prior_verdict	notes
120	/home/reyerchu/_vq/v1430	/home/reyerchu/vibe-ic	3f1c0f55f8308c902038035e0fa94a7a6eef36ce	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=9 nadd=9 ndel=12 rule=R2 issue=
120	/home/reyerchu/_vq/v1440	/home/reyerchu/vibe-ic	0fb065e6c9e21119a7ac1c6bae1c59a15c05bf66	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=17 nadd=17 ndel=19 rule=R2 issue=
120	/home/reyerchu/_vq/wd7	/home/reyerchu/vibe-ic	65e96bda1f22c08ead816f8c0b10c38e0e64ccbe	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=137 nadd=137 ndel=162 rule=R2 issue=1265
120	/home/reyerchu/_w5b	/home/reyerchu/vibe-ic	6e92df4fd47086ab2afbbe06c12d95a2e9d8c9b9	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=2307 nadd=2457 ndel=1895 rule=R2 issue=
120	/home/reyerchu/_wt_1236	/home/reyerchu/vibe-ic	3d13e2c59eb0e65527326b1f932050550c982188	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=0 nadd=0 ndel=0 rule=L2 issue=
120	/home/reyerchu/_wt_1390pg	/home/reyerchu/vibe-ic	3d13e2c59eb0e65527326b1f932050550c982188	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=0 nadd=0 ndel=0 rule=L2 issue=
120	/home/reyerchu/_wt_1486	/home/reyerchu/vibe-ic	ab5a23a28b2fc8ba40a25c57ed74be8de40fac51	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=0 nadd=0 ndel=0 rule=L2 issue=
120	/home/reyerchu/_wt_1518	/home/reyerchu/vibe-ic	c6994c5b8f18f6c7cfa03e3914981f1887c79ac6	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=193 nadd=193 ndel=3386 rule=R2 issue=
120	/home/reyerchu/_wt_1527	/home/reyerchu/vibe-ic	11272612c8dcd36a5ccc75a94640627cb96636e1	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=264 nadd=264 ndel=866 rule=R2 issue=
120	/home/reyerchu/_wt_1566	/home/reyerchu/vibe-ic	cbdb1bed28e6264f6f7ee05db411f1f45f6a51d7	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=0 nadd=209 ndel=0 rule=R2 issue=1169
120	/home/reyerchu/_wt_1621	/home/reyerchu/vibe-ic	c2c2672dc143eb189cf951d89ca14a3efb15f12e	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=116 nadd=16259 ndel=1575 rule=R2 issue=
